Year,Country / territory of asylum/residence,Latitude,Longitude,Origin,RSD procedure type / level,Total persons pending start-year,of which UNHCR-assisted,Applied during year,statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,Otherwise closed,Total decisions,Total persons pending end-year,of which UNHCR-assisted
2014,Iraq,33.22319,43.67929,Eritrea,U / FI,0,0,0,0,0,0,0,,*,*
2014,Ireland,53.41291,-8.24389,Eritrea,G / SP,44,0,0,9,0,13,10,32,13,0
2014,Ireland,53.41291,-8.24389,Eritrea,G / FI,0,0,0,0,0,0,*,*,*,0
2007,Ireland,53.41291,-8.24389,Eritrea,G / FI,13,0,113,20,0,9,12,41,33,0
2008,Ireland,53.41291,-8.24389,Eritrea,G / FI,33,0,78,18,0,20,12,50,27,0
2009,Ireland,53.41291,-8.24389,Eritrea,G / FI,27,0,47,8,0,37,26,71,8,0
2006,Ireland,53.41291,-8.24389,Eritrea,G / FI,0,0,45,4,0,22,0,26,13,0
2005,Ireland,53.41291,-8.24389,Eritrea,G / FI,31,0,39,14,0,20,4,38,0,0
2009,Ireland,53.41291,-8.24389,Eritrea,G / AR,23,0,36,4,0,34,6,44,15,0
2004,Ireland,53.41291,-8.24389,Eritrea,G / FI,21,0,29,2,0,18,1,21,29,0
2006,Ireland,53.41291,-8.24389,Eritrea,G / AR,15,0,23,1,0,14,1,16,22,0
2003,Ireland,53.41291,-8.24389,Eritrea,G / FI,4,0,21,4,0,0,0,4,21,0
2004,Ireland,53.41291,-8.24389,Eritrea,G / AR,0,0,20,11,0,7,0,18,2,0
2008,Ireland,53.41291,-8.24389,Eritrea,G / AR,21,0,19,3,0,11,0,14,26,0
2010,Ireland,53.41291,-8.24389,Eritrea,G / FI,8,0,15,1,0,8,21,30,1,0
2007,Ireland,53.41291,-8.24389,Eritrea,G / AR,16,0,14,4,0,7,1,12,18,0
2010,Ireland,53.41291,-8.24389,Eritrea,G / SP,25,0,14,0,0,0,0,,39,0
2010,Ireland,53.41291,-8.24389,Eritrea,G / AR,13,0,12,3,0,19,0,22,3,0
2011,Ireland,53.41291,-8.24389,Eritrea,G / FI,1,0,9,1,0,3,5,9,1,0
2012,Ireland,53.41291,-8.24389,Eritrea,G / FI,1,0,8,0,0,6,3,9,0,0
2013,Ireland,53.41291,-8.24389,Eritrea,G / SP,42,0,8,0,0,7,0,7,43,0
2002,Ireland,53.41291,-8.24389,Eritrea,G / FI,0,0,5,1,0,1,1,3,0,0
2013,Ireland,53.41291,-8.24389,Eritrea,G / AR,2,0,5,0,0,3,0,3,4,0
2011,Ireland,53.41291,-8.24389,Eritrea,G / SP,39,0,3,0,1,2,0,3,39,0
2011,Ireland,53.41291,-8.24389,Eritrea,G / AR,3,0,3,0,0,3,1,4,2,0
2000,Ireland,53.41291,-8.24389,Eritrea,G / FI,0,0,2,3,0,4,1,8,0,0
2001,Ireland,53.41291,-8.24389,Eritrea,G / FI,0,0,1,3,0,0,1,4,0,0
2003,Ireland,53.41291,-8.24389,Eritrea,G / AR,0,0,1,0,0,1,0,1,0,0
2012,Ireland,53.41291,-8.24389,Eritrea,G / SP,39,0,1,0,0,2,0,2,38,0
2012,Ireland,53.41291,-8.24389,Eritrea,G / AR,3,0,1,0,0,2,0,2,2,0
2013,Ireland,53.41291,-8.24389,Eritrea,G / RA,0,0,1,0,0,0,0,,0,0
2013,Ireland,53.41291,-8.24389,Eritrea,G / FI,0,0,1,1,0,0,1,2,0,0
2001,Ireland,53.41291,-8.24389,Eritrea,G / AR,0,0,0,1,0,0,0,1,0,0
2014,Ireland,53.41291,-8.24389,Eritrea,G / AR,*,0,0,0,0,0,*,*,*,0
2008,Israel,31.04605,34.85161,Eritrea,J / FI,1361,1361,3067,0,4417,2,2,4421,7,7
2007,Israel,31.04605,34.85161,Eritrea,J / FA,110,110,1766,0,0,0,2,2,1874,1874
2013,Israel,31.04605,34.85161,Eritrea,G / FA,0,0,1010,0,0,0,0,,0,0
2012,Israel,31.04605,34.85161,Eritrea,U / FI,19,19,149,19,0,8,0,27,2,2
2014,Israel,31.04605,34.85161,Eritrea,U / FI,0,0,141,141,0,0,0,141,0,0
2012,Israel,31.04605,34.85161,Eritrea,G / FI,6,7,112,0,0,0,0,,0,0
2011,Israel,31.04605,34.85161,Eritrea,U / FI,0,0,75,47,0,9,0,56,19,19
2001,Israel,31.04605,34.85161,Eritrea,U / FI,40,0,57,2,0,7,3,12,85,0
2004,Israel,31.04605,34.85161,Eritrea,G / FI,0,0,31,0,0,0,7,7,0,0
2000,Israel,31.04605,34.85161,Eritrea,U / FI,14,14,30,0,0,3,11,14,30,30
2006,Israel,31.04605,34.85161,Eritrea,J / FA,118,118,20,0,0,1,27,28,110,110
2002,Israel,31.04605,34.85161,Eritrea,G / FI,80,0,19,5,0,2,11,18,81,0
2005,Israel,31.04605,34.85161,Eritrea,G / FA,117,0,4,0,0,0,3,3,118,0
2010,Israel,31.04605,34.85161,Eritrea,G / FI,0,0,2,2,0,0,0,2,0,0
2008,Israel,31.04605,34.85161,Eritrea,J / AR,0,0,1,1,0,0,0,1,0,0
2009,Israel,31.04605,34.85161,Eritrea,U / FI,7,7,0,0,0,0,7,7,0,0
2011,Israel,31.04605,34.85161,Eritrea,G / FI,15,15,0,0,0,9,0,9,6,7
2014,Italy,41.87194,12.56738,Eritrea,G / RA,0,0,0,0,0,0,0,,0,0
2008,Italy,41.87194,12.56738,Eritrea,G / FI,0,0,2934,202,1427,174,64,1867,0,0
2007,Italy,41.87194,12.56738,Eritrea,G / FI,0,0,2260,193,2055,12,0,2260,0,0
2006,Italy,41.87194,12.56738,Eritrea,G / FA,0,0,2151,177,2139,404,0,2720,0,0
2013,Italy,41.87194,12.56738,Eritrea,G / FI,617,0,2088,930,474,118,0,1522,1159,0
2005,Italy,41.87194,12.56738,Eritrea,G / FA,0,0,1313,245,1675,45,0,1965,0,0
2003,Italy,41.87194,12.56738,Eritrea,G / FA,0,0,1230,83,0,289,0,372,0,0
2002,Italy,41.87194,12.56738,Eritrea,G / FA,0,0,927,25,29,101,0,155,0,0
2009,Italy,41.87194,12.56738,Eritrea,G / FI,0,0,890,411,935,352,25,1723,0,0
2004,Italy,41.87194,12.56738,Eritrea,G / FA,0,0,831,190,418,250,0,858,0,0
2012,Italy,41.87194,12.56738,Eritrea,G / FI,0,0,734,116,77,22,0,215,617,0
2011,Italy,41.87194,12.56738,Eritrea,G / FI,0,0,531,257,117,64,0,438,0,0
2014,Italy,41.87194,12.56738,Eritrea,G / FI,1159,0,476,851,448,156,0,1455,314,0
2001,Italy,41.87194,12.56738,Eritrea,G / FA,0,0,276,21,3,21,0,45,0,0
2010,Italy,41.87194,12.56738,Eritrea,G / FI,0,0,181,347,145,78,0,570,155,0
2000,Italy,41.87194,12.56738,Eritrea,G / FA,0,0,33,13,0,5,0,18,0,0
2013,Italy,41.87194,12.56738,Eritrea,G / RA,0,0,21,0,0,0,0,,0,0
2007,Italy,41.87194,12.56738,Eritrea,G / BL,0,0,0,19,117,4,387,527,0,0
2003,Japan,36.20482,138.25292,Eritrea,G / AR,0,0,1,0,0,0,1,1,0,0
2003,Japan,36.20482,138.25292,Eritrea,G / FI,0,0,0,0,0,1,0,1,0,0
2008,Japan,36.20482,138.25292,Eritrea,G / FI,0,0,0,0,0,0,0,,0,0
2010,Japan,36.20482,138.25292,Eritrea,G / FI,1,0,0,1,0,0,0,1,0,0
2013,Jordan,30.58516,36.23841,Eritrea,U / FA,5,5,25,3,0,0,1,4,26,26
2000,Jordan,30.58516,36.23841,Eritrea,U / FI,0,0,14,0,0,4,0,4,16,0
2012,Jordan,30.58516,36.23841,Eritrea,U / FA,2,2,11,3,0,1,4,8,5,5
2014,Jordan,30.58516,36.23841,Eritrea,U / FI,26,26,11,*,0,0,0,*,34,34
2009,Jordan,30.58516,36.23841,Eritrea,U / FI,3,3,10,12,0,0,0,12,1,1
2001,Jordan,30.58516,36.23841,Eritrea,U / FI,16,0,8,2,0,9,0,11,13,0
2011,Jordan,30.58516,36.23841,Eritrea,U / FA,2,2,6,6,0,0,0,6,2,2
2003,Jordan,30.58516,36.23841,Eritrea,U / FI,9,0,3,2,0,5,0,7,5,0
2010,Jordan,30.58516,36.23841,Eritrea,U / FI,1,1,3,3,0,0,0,3,1,1
2005,Jordan,30.58516,36.23841,Eritrea,U / FI,3,0,2,0,0,0,1,1,4,0
2002,Jordan,30.58516,36.23841,Eritrea,U / FI,13,0,1,0,0,5,0,5,9,0
2004,Jordan,30.58516,36.23841,Eritrea,U / FI,5,0,1,0,0,1,2,3,3,0
2010,Jordan,30.58516,36.23841,Eritrea,U / RA,0,0,1,0,0,0,0,,1,1
2006,Jordan,30.58516,36.23841,Eritrea,U / FI,4,0,0,0,0,2,0,2,2,0
2007,Jordan,30.58516,36.23841,Eritrea,U / FA,2,2,0,0,0,0,0,,2,2
2008,Jordan,30.58516,36.23841,Eritrea,U / FI,2,2,0,0,0,1,0,1,1,1
2000,Kenya,-0.02356,37.90619,Eritrea,U / FI,571,0,694,163,0,245,9,417,848,0
2009,Kenya,-0.02356,37.90619,Eritrea,U / FI,109,109,496,303,0,0,6,309,296,296
2010,Kenya,-0.02356,37.90619,Eritrea,U / FI,296,296,490,303,0,20,28,351,435,435
2001,Kenya,-0.02356,37.90619,Eritrea,U / FI,848,0,335,71,0,194,19,284,899,0
2011,Kenya,-0.02356,37.90619,Eritrea,U / AR,26,26,317,141,0,33,0,174,169,169
2012,Kenya,-0.02356,37.90619,Eritrea,U / FI,587,587,311,279,0,29,182,490,408,408
2005,Kenya,-0.02356,37.90619,Eritrea,U / FI,119,119,272,309,0,28,0,337,54,54
2006,Kenya,-0.02356,37.90619,Eritrea,U / FI,54,54,220,132,0,38,20,190,84,84
2008,Kenya,-0.02356,37.90619,Eritrea,U / FI,69,69,189,96,0,0,53,149,109,109
2002,Kenya,-0.02356,37.90619,Eritrea,U / FI,899,0,119,20,0,36,836,892,126,0
2003,Kenya,-0.02356,37.90619,Eritrea,U / FI,126,126,109,56,0,55,0,111,124,124
2007,Kenya,-0.02356,37.90619,Eritrea,U / FI,69,69,98,67,0,5,26,98,69,69
2013,Kenya,-0.02356,37.90619,Eritrea,U / FI,408,408,88,154,0,10,46,210,286,286
2014,Kenya,-0.02356,37.90619,Eritrea,J / FI,224,224,58,82,0,6,0,88,194,194
2014,Kenya,-0.02356,37.90619,Eritrea,U / FI,286,286,57,38,0,7,298,343,0,0
2004,Kenya,-0.02356,37.90619,Eritrea,U / FI,124,124,50,35,0,7,1,43,123,123
2012,Kenya,-0.02356,37.90619,Eritrea,U / AR,13,13,27,2,0,2,0,4,36,36
2010,Kenya,-0.02356,37.90619,Eritrea,U / AR,8,8,21,0,0,3,0,3,26,26
2013,Kenya,-0.02356,37.90619,Eritrea,U / AR,36,36,13,6,0,13,0,19,30,30
2009,Kenya,-0.02356,37.90619,Eritrea,U / AR,3,3,10,4,0,0,1,5,8,8
2014,Kenya,-0.02356,37.90619,Eritrea,U / AR,30,30,10,*,0,0,0,*,39,39
2006,Kenya,-0.02356,37.90619,Eritrea,U / AR,3,0,2,3,0,2,0,5,0,0
2007,Kenya,-0.02356,37.90619,Eritrea,U / AR,15,15,2,1,0,3,0,4,13,13
2008,Kenya,-0.02356,37.90619,Eritrea,U / AR,13,13,2,11,0,0,1,12,3,3
2011,Kenya,-0.02356,37.90619,Eritrea,U / FI,435,435,1,4,0,0,1,5,431,431
2003,Kenya,-0.02356,37.90619,Eritrea,U / AR,0,0,0,5,0,3,0,8,0,0
2004,Kenya,-0.02356,37.90619,Eritrea,U / AR,0,0,0,3,0,1,0,4,0,0
2005,Kenya,-0.02356,37.90619,Eritrea,U / AR,8,0,0,1,0,7,0,8,0,0
2014,Kosovo,42.60264,20.90298,Eritrea,G / FI,0,0,0,0,0,0,*,*,0,0
2013,Kosovo,42.60264,20.90298,Eritrea,G / FI,33,33,624,0,0,0,613,613,44,44
2012,Kosovo,42.60264,20.90298,Eritrea,G / FI,4,4,128,0,0,0,99,99,33,33
2011,Kosovo,42.60264,20.90298,Eritrea,G / FI,0,0,11,0,0,0,7,7,4,4
2002,Kosovo,42.60264,20.90298,Eritrea,U / FI,0,0,2,1,0,0,0,1,1,0
2014,Kuwait,29.31166,47.48177,Eritrea,U / FI,22,22,0,0,0,0,0,,23,23
2013,Kuwait,29.31166,47.48177,Eritrea,U / FI,10,10,0,0,0,0,0,,22,22
2012,Kuwait,29.31166,47.48177,Eritrea,U / FA,1,1,0,0,0,0,5,5,5,5
2007,Kuwait,29.31166,47.48177,Eritrea,U / FI,0,0,0,0,0,0,0,,5,5
2009,Kuwait,29.31166,47.48177,Eritrea,U / FI,5,5,0,0,0,0,0,,6,6
2011,Kuwait,29.31166,47.48177,Eritrea,U / FI,6,6,0,0,0,0,6,6,1,1
2001,Kuwait,29.31166,47.48177,Eritrea,U / FI,8,8,0,7,0,1,0,8,0,0
2008,Kuwait,29.31166,47.48177,Eritrea,U / FI,5,5,0,0,0,0,0,,5,5
2010,Kuwait,29.31166,47.48177,Eritrea,U / FI,6,6,0,0,0,0,0,,6,6
2009,Latvia,56.87964,24.60319,Eritrea,G / FI,0,0,1,0,0,1,0,1,0,0
2013,Latvia,56.87964,24.60319,Eritrea,G / FI,0,0,1,0,0,0,0,,1,0
2014,Latvia,56.87964,24.60319,Eritrea,G / FI,*,0,0,0,*,0,0,*,0,0
2013,Lebanon,33.85472,35.86229,Eritrea,U / FI,4,4,36,1,0,3,2,6,34,34
2014,Lebanon,33.85472,35.86229,Eritrea,U / FI,35,35,18,9,0,15,6,30,23,23
2010,Lebanon,33.85472,35.86229,Eritrea,U / FI,0,0,7,1,0,0,5,6,1,1
2014,Lebanon,33.85472,35.86229,Eritrea,U / AR,0,0,7,*,0,*,0,*,5,5
2004,Lebanon,33.85472,35.86229,Eritrea,U / FA,0,0,5,0,0,2,1,3,2,0
2011,Lebanon,33.85472,35.86229,Eritrea,U / FI,1,1,5,0,0,0,2,2,4,4
2012,Lebanon,33.85472,35.86229,Eritrea,U / FI,4,4,5,4,0,1,0,5,4,4
2001,Lebanon,33.85472,35.86229,Eritrea,U / FI,79,0,4,1,0,2,42,45,38,0
2002,Lebanon,33.85472,35.86229,Eritrea,U / FI,38,0,2,0,0,5,35,40,0,0
2005,Lebanon,33.85472,35.86229,Eritrea,U / FA,2,0,2,0,0,2,0,2,2,0
2008,Lebanon,33.85472,35.86229,Eritrea,U / FI,2,0,2,0,0,1,3,4,0,0
2013,Lebanon,33.85472,35.86229,Eritrea,U / RA,0,0,2,0,0,0,0,,2,2
2013,Lebanon,33.85472,35.86229,Eritrea,U / AR,0,0,2,0,0,1,1,2,0,0
2007,Lebanon,33.85472,35.86229,Eritrea,U / FI,2,0,1,1,0,0,0,1,2,0
2009,Lebanon,33.85472,35.86229,Eritrea,U / FI,0,0,1,0,0,1,0,1,0,0
2012,Lebanon,33.85472,35.86229,Eritrea,U / AR,0,0,1,0,0,1,0,1,0,0
2006,Lebanon,33.85472,35.86229,Eritrea,U / AR,1,0,0,0,0,1,0,1,0,0
2006,Lebanon,33.85472,35.86229,Eritrea,U / FI,2,0,0,0,0,0,0,,2,0
2014,Liberia,6.42806,-9.4295,Eritrea,J / FI,0,0,0,0,0,0,0,,*,*
2013,Liberia,6.42806,-9.4295,Eritrea,J / FA,0,0,1,1,0,0,0,1,0,0
2013,Libya,26.3351,17.22833,Eritrea,U / FI,1213,0,1812,4,0,0,5,9,3016,3016
2014,Libya,26.3351,17.22833,Eritrea,U / FI,3016,3016,1227,9,0,0,0,9,4234,4234
2009,Libya,26.3351,17.22833,Eritrea,U / FI,1137,0,1201,383,0,9,515,907,1431,47
2008,Libya,26.3351,17.22833,Eritrea,U / FI,449,15,1015,312,0,12,3,327,1137,10
2010,Libya,26.3351,17.22833,Eritrea,U / FI,1431,47,865,441,0,0,231,672,1624,187
2007,Libya,26.3351,17.22833,Eritrea,U / FA,311,3,233,78,0,8,9,95,449,15
2006,Libya,26.3351,17.22833,Eritrea,U / FA,144,0,172,2,0,3,0,5,311,3
2004,Libya,26.3351,17.22833,Eritrea,U / FI,4,0,101,9,0,2,47,58,48,0
2012,Libya,26.3351,17.22833,Eritrea,U / FI,1347,1347,73,0,0,0,207,207,1213,0
2003,Libya,26.3351,17.22833,Eritrea,U / FI,0,0,8,1,0,1,2,4,4,0
2009,Libya,26.3351,17.22833,Eritrea,U / AR,4,0,8,0,0,0,0,,12,0
2011,Libya,26.3351,17.22833,Eritrea,U / FI,1624,1624,8,0,0,0,285,285,1347,277
2008,Libya,26.3351,17.22833,Eritrea,U / AR,0,0,7,3,0,0,0,3,4,0
2002,Libya,26.3351,17.22833,Eritrea,U / FI,0,0,3,0,0,0,3,3,0,0
2005,Libya,26.3351,17.22833,Eritrea,U / FI,48,0,0,0,0,0,0,,48,0
2009,Liechtenstein,47.166,9.55537,Eritrea,G / FI,0,0,110,0,0,29,65,94,16,0
2010,Liechtenstein,47.166,9.55537,Eritrea,G / FA,16,0,0,0,0,4,3,7,9,0
2011,Liechtenstein,47.166,9.55537,Eritrea,G / FI,16,0,0,0,4,0,0,4,12,0
2012,Liechtenstein,47.166,9.55537,Eritrea,G / FI,5,0,0,5,0,0,0,5,0,0
2014,Liechtenstein,47.166,9.55537,Eritrea,G / FI,*,0,0,0,0,0,0,,*,0
2012,Lithuania,55.16944,23.88128,Eritrea,G / FI,0,0,6,4,2,0,0,6,0,0
2007,Lithuania,55.16944,23.88128,Eritrea,G / FI,0,0,3,3,0,0,0,3,0,0
2013,Lithuania,55.16944,23.88128,Eritrea,G / FI,0,0,1,1,0,0,0,1,0,0
2014,Luxembourg,49.81527,6.12958,Eritrea,G / AR,0,0,0,0,0,0,0,,*,0
2014,Luxembourg,49.81527,6.12958,Eritrea,G / FI,27,0,39,14,0,*,0,17,51,0
2011,Luxembourg,49.81527,6.12958,Eritrea,G / FI,8,0,14,0,0,0,0,,0,0
2008,Luxembourg,49.81527,6.12958,Eritrea,G / FI,0,0,11,0,0,2,6,8,0,0
2009,Luxembourg,49.81527,6.12958,Eritrea,G / FI,0,0,11,0,2,3,4,9,6,0
2010,Luxembourg,49.81527,6.12958,Eritrea,G / FI,0,0,11,2,1,0,4,7,8,0
2012,Luxembourg,49.81527,6.12958,Eritrea,G / FI,0,0,7,0,0,1,0,1,0,0
2006,Luxembourg,49.81527,6.12958,Eritrea,G / FI,0,0,6,0,0,0,0,,0,0
2013,Luxembourg,49.81527,6.12958,Eritrea,G / FI,19,0,5,1,1,1,3,6,18,0
2005,Luxembourg,49.81527,6.12958,Eritrea,G / FI,0,0,2,0,0,0,0,,0,0
2004,Luxembourg,49.81527,6.12958,Eritrea,G / FI,0,0,1,0,0,0,0,,0,0
2007,Luxembourg,49.81527,6.12958,Eritrea,G / FI,0,0,0,0,0,0,0,,0,0
2013,Macedonia [FYROM],41.60864,21.74528,Eritrea,G / FA,3,3,24,0,0,0,10,10,17,17
2014,Macedonia [FYROM],41.60864,21.74528,Eritrea,G / FA,17,17,12,0,0,0,14,14,15,15
2012,Macedonia [FYROM],41.60864,21.74528,Eritrea,G / FA,2,2,6,0,0,0,5,5,3,3
2010,Macedonia [FYROM],41.60864,21.74528,Eritrea,G / FA,0,0,5,0,0,0,3,3,2,2
2011,Macedonia [FYROM],41.60864,21.74528,Eritrea,G / FA,2,2,2,0,0,0,2,2,2,2
2007,Malawi,-13.25431,34.30153,Eritrea,G / FA,0,0,505,0,0,0,505,505,0,0
2006,Malawi,-13.25431,34.30153,Eritrea,G / FI,4,4,278,0,0,0,282,282,0,0
2005,Malawi,-13.25431,34.30153,Eritrea,G / FI,0,0,150,0,0,0,146,146,4,4
2010,Malawi,-13.25431,34.30153,Eritrea,G / FI,0,0,1,0,0,0,0,,1,1
2002,Malawi,-13.25431,34.30153,Eritrea,G / FI,2,2,0,0,0,0,2,2,0,0
2011,Malawi,-13.25431,34.30153,Eritrea,G / FI,1,1,0,0,0,0,0,,1,1
2012,Malawi,-13.25431,34.30153,Eritrea,G / FI,1,1,0,0,0,0,1,1,0,0
2014,Malaysia,4.21048,101.97577,Eritrea,U / FI,*,*,0,0,0,0,0,,*,*
2004,Malaysia,4.21048,101.97577,Eritrea,U / FA,0,0,5,0,0,0,1,1,4,4
2005,Malaysia,4.21048,101.97577,Eritrea,U / FA,4,4,4,1,0,0,2,3,5,5
2003,Malaysia,4.21048,101.97577,Eritrea,U / FI,0,0,3,1,0,0,2,3,0,0
2013,Malaysia,4.21048,101.97577,Eritrea,U / FI,1,1,3,1,0,0,2,3,1,1
2009,Malaysia,4.21048,101.97577,Eritrea,U / FA,0,0,2,0,0,0,0,,2,2
2006,Malaysia,4.21048,101.97577,Eritrea,U / FA,5,5,1,1,0,0,0,1,5,5
2010,Malaysia,4.21048,101.97577,Eritrea,U / FI,2,2,1,1,0,0,1,2,1,1
2012,Malaysia,4.21048,101.97577,Eritrea,U / FI,1,1,1,1,0,0,0,1,1,1
2007,Malaysia,4.21048,101.97577,Eritrea,U / FI,5,5,0,3,0,1,0,4,1,1
2008,Malaysia,4.21048,101.97577,Eritrea,U / FI,1,1,0,1,0,0,0,1,0,0
2011,Malaysia,4.21048,101.97577,Eritrea,U / FI,1,1,0,0,0,0,0,,1,1
2013,Malta,35.9375,14.37542,Eritrea,G / FI,240,0,477,548,5,29,10,592,128,0
2012,Malta,35.9375,14.37542,Eritrea,G / FI,2,0,434,154,4,37,4,199,240,0
2006,Malta,35.9375,14.37542,Eritrea,G / FI,21,0,393,8,251,110,2,371,43,0
2007,Malta,35.9375,14.37542,Eritrea,G / FI,43,0,339,0,210,35,1,246,136,0
2011,Malta,35.9375,14.37542,Eritrea,G / FI,0,0,306,15,245,43,5,308,0,0
2009,Malta,35.9375,14.37542,Eritrea,G / FI,33,0,273,5,194,23,2,224,82,0
2005,Malta,35.9375,14.37542,Eritrea,G / FI,39,0,255,2,228,41,2,273,21,0
2008,Malta,35.9375,14.37542,Eritrea,G / FI,136,0,176,10,251,18,0,279,33,0
2004,Malta,35.9375,14.37542,Eritrea,G / FI,0,0,100,3,51,7,0,61,39,0
2002,Malta,35.9375,14.37542,Eritrea,G / FI,0,0,99,1,6,92,0,99,0,0
2014,Malta,35.9375,14.37542,Eritrea,G / FI,128,0,47,*,142,22,15,182,7,0
2003,Malta,35.9375,14.37542,Eritrea,G / FI,0,0,37,15,8,14,0,37,0,0
2012,Malta,35.9375,14.37542,Eritrea,G / AR,69,0,27,0,0,5,0,5,22,0
2011,Malta,35.9375,14.37542,Eritrea,G / AR,75,0,23,1,0,28,0,29,69,0
2014,Malta,35.9375,14.37542,Eritrea,G / AR,0,0,23,0,0,0,*,*,0,0
2008,Malta,35.9375,14.37542,Eritrea,G / AR,0,0,21,0,0,12,0,12,0,0
2007,Malta,35.9375,14.37542,Eritrea,G / AR,43,0,18,0,0,18,0,18,0,0
2009,Malta,35.9375,14.37542,Eritrea,G / AR,84,0,17,0,0,2,0,2,99,0
2010,Malta,35.9375,14.37542,Eritrea,G / AR,75,0,15,0,0,6,0,6,84,0
2003,Malta,35.9375,14.37542,Eritrea,G / AR,0,0,7,0,0,0,0,,0,0
2010,Malta,35.9375,14.37542,Eritrea,G / FI,82,0,7,3,78,8,0,89,0,0
2013,Malta,35.9375,14.37542,Eritrea,G / AR,0,0,0,1,0,12,0,13,0,0
2014,Mexico,23.6345,-102.55278,Eritrea,G / FI,0,0,0,0,0,0,0,,*,0
2005,Mexico,23.6345,-102.55278,Eritrea,G / FI,29,19,126,52,0,12,76,140,15,15
2006,Mexico,23.6345,-102.55278,Eritrea,G / FI,15,15,54,2,0,2,54,58,11,0
2004,Mexico,23.6345,-102.55278,Eritrea,G / FI,2,2,41,12,0,2,0,14,29,19
2007,Mexico,23.6345,-102.55278,Eritrea,G / FI,14,0,21,0,0,1,33,34,1,0
2012,Mexico,23.6345,-102.55278,Eritrea,G / FI,0,0,6,4,0,0,2,6,0,0
2003,Mexico,23.6345,-102.55278,Eritrea,G / FI,0,0,5,1,0,2,0,3,2,0
2001,Mexico,23.6345,-102.55278,Eritrea,U / FI,0,0,3,3,0,0,0,3,0,0
2008,Mexico,23.6345,-102.55278,Eritrea,G / FI,1,0,1,0,0,0,2,2,0,0
2010,Mexico,23.6345,-102.55278,Eritrea,G / FI,0,0,1,0,0,0,1,1,0,0
2011,Mexico,23.6345,-102.55278,Eritrea,G / FA,0,0,1,1,0,0,0,1,0,0
2013,Mexico,23.6345,-102.55278,Eritrea,G / FI,1,0,1,2,0,0,0,2,0,0
2001,Moldova,47.41163,28.36989,Eritrea,U / FI,1,1,7,0,0,4,1,5,3,3
2000,Moldova,47.41163,28.36989,Eritrea,U / FI,0,0,2,0,0,0,1,1,1,1
2013,Moldova,47.41163,28.36989,Eritrea,G / FI,0,0,2,0,0,0,1,1,1,1
2002,Moldova,47.41163,28.36989,Eritrea,U / FI,3,3,1,0,0,2,0,2,2,2
2003,Moldova,47.41163,28.36989,Eritrea,G / FI,2,2,0,0,1,0,0,1,1,1
2004,Moldova,47.41163,28.36989,Eritrea,G / FI,1,1,0,0,0,0,0,,1,1
2005,Moldova,47.41163,28.36989,Eritrea,G / FA,1,1,0,0,1,0,0,1,0,0
2014,Moldova,47.41163,28.36989,Eritrea,G / FI,*,*,0,*,0,0,0,*,0,0
2013,Montenegro,42.70868,19.37439,Eritrea,G / FA,0,0,352,0,0,0,286,286,66,12
2014,Montenegro,42.70868,19.37439,Eritrea,G / FA,66,12,316,0,0,*,362,363,19,19
2014,Morocco,31.7917,-7.09262,Eritrea,U / FI,5,5,0,0,0,0,5,5,*,*
2009,Morocco,31.7917,-7.09262,Eritrea,U / FI,2,0,14,1,0,9,3,13,3,0
2010,Morocco,31.7917,-7.09262,Eritrea,U / FI,3,0,10,3,0,3,1,7,6,0
2013,Morocco,31.7917,-7.09262,Eritrea,U / FI,1,1,7,0,0,3,0,3,5,5
2009,Morocco,31.7917,-7.09262,Eritrea,U / AR,0,0,5,0,0,3,0,3,2,0
2011,Morocco,31.7917,-7.09262,Eritrea,U / AR,0,0,5,0,0,1,0,1,4,4
2008,Morocco,31.7917,-7.09262,Eritrea,U / FI,1,0,4,0,0,2,1,3,2,0
2010,Morocco,31.7917,-7.09262,Eritrea,U / AR,2,0,3,0,0,5,0,5,0,0
2011,Morocco,31.7917,-7.09262,Eritrea,U / FI,6,6,3,0,0,5,3,8,1,1
2006,Morocco,31.7917,-7.09262,Eritrea,U / FA,0,0,2,1,0,0,0,1,1,0
2012,Morocco,31.7917,-7.09262,Eritrea,U / FI,1,1,2,0,0,1,1,2,1,1
2012,Morocco,31.7917,-7.09262,Eritrea,U / AR,4,4,1,0,0,4,1,5,0,0
2013,Morocco,31.7917,-7.09262,Eritrea,U / AR,0,0,1,0,0,0,0,,1,1
2007,Morocco,31.7917,-7.09262,Eritrea,U / FI,1,0,0,0,0,0,0,,1,0
2014,Morocco,31.7917,-7.09262,Eritrea,U / AR,*,*,0,0,0,*,0,*,0,0
2001,Mozambique,-18.6657,35.52956,Eritrea,G / FI,2,2,6,0,0,0,0,,8,8
2005,Mozambique,-18.6657,35.52956,Eritrea,J / FI,2,2,1,0,0,0,1,1,2,1
2007,Mozambique,-18.6657,35.52956,Eritrea,G / FI,1,1,1,0,0,0,0,,2,1
2009,Mozambique,-18.6657,35.52956,Eritrea,G / FI,1,1,1,0,0,0,0,,2,1
2011,Mozambique,-18.6657,35.52956,Eritrea,G / FI,2,1,1,0,0,0,0,,3,2
2000,Mozambique,-18.6657,35.52956,Eritrea,G / FI,2,2,0,0,0,0,0,,2,2
2002,Mozambique,-18.6657,35.52956,Eritrea,G / FI,8,8,0,0,0,0,0,,8,8
